year,sectors,ctrl_sle,modelname,ocean_forcing
2041,10,3396.7524,JPL1_ISSM,Standard
2042,10,3396.577,JPL1_ISSM,Standard
2043,10,3396.404,JPL1_ISSM,Standard
2044,10,3396.235,JPL1_ISSM,Standard
2045,10,3396.0671,JPL1_ISSM,Standard
2046,10,3395.9011,JPL1_ISSM,Standard
2047,10,3395.7363,JPL1_ISSM,Standard
2048,10,3395.5728,JPL1_ISSM,Standard
2049,10,3395.41,JPL1_ISSM,Standard
2050,10,3395.2485,JPL1_ISSM,Standard
2051,10,3395.088,JPL1_ISSM,Standard
2052,10,3394.929,JPL1_ISSM,Standard
2053,10,3394.7715,JPL1_ISSM,Standard
2054,10,3394.6147,JPL1_ISSM,Standard
2055,10,3394.4607,JPL1_ISSM,Standard
2056,10,3394.3083,JPL1_ISSM,Standard
2057,10,3394.1572,JPL1_ISSM,Standard
2058,10,3394.0068,JPL1_ISSM,Standard
2059,10,3393.858,JPL1_ISSM,Standard
2060,10,3393.709,JPL1_ISSM,Standard
2061,10,3393.5608,JPL1_ISSM,Standard
2062,10,3393.412,JPL1_ISSM,Standard
2063,10,3393.2642,JPL1_ISSM,Standard
2064,10,3393.117,JPL1_ISSM,Standard
2065,10,3392.9692,JPL1_ISSM,Standard
2066,10,3392.8213,JPL1_ISSM,Standard
2067,10,3392.6733,JPL1_ISSM,Standard
2068,10,3392.5266,JPL1_ISSM,Standard
2069,10,3392.379,JPL1_ISSM,Standard
2070,10,3392.2317,JPL1_ISSM,Standard
2071,10,3392.086,JPL1_ISSM,Standard
2072,10,3391.94,JPL1_ISSM,Standard
2073,10,3391.7935,JPL1_ISSM,Standard
2074,10,3391.6462,JPL1_ISSM,Standard
2075,10,3391.4985,JPL1_ISSM,Standard
2076,10,3391.3506,JPL1_ISSM,Standard
2077,10,3391.2017,JPL1_ISSM,Standard
2078,10,3391.0535,JPL1_ISSM,Standard
2079,10,3390.9058,JPL1_ISSM,Standard
2080,10,3390.7585,JPL1_ISSM,Standard
2081,10,3390.612,JPL1_ISSM,Standard
2082,10,3390.4663,JPL1_ISSM,Standard
2083,10,3390.321,JPL1_ISSM,Standard
2084,10,3390.1758,JPL1_ISSM,Standard
2085,10,3390.0317,JPL1_ISSM,Standard
2086,10,3389.8887,JPL1_ISSM,Standard
2087,10,3389.746,JPL1_ISSM,Standard
2088,10,3389.6045,JPL1_ISSM,Standard
2089,10,3389.4631,JPL1_ISSM,Standard
2090,10,3389.3225,JPL1_ISSM,Standard
2091,10,3389.1821,JPL1_ISSM,Standard
2092,10,3389.0417,JPL1_ISSM,Standard
2093,10,3388.9016,JPL1_ISSM,Standard
2094,10,3388.762,JPL1_ISSM,Standard
2095,10,3388.6248,JPL1_ISSM,Standard
2096,10,3388.4883,JPL1_ISSM,Standard
2097,10,3388.352,JPL1_ISSM,Standard
2098,10,3388.2156,JPL1_ISSM,Standard
2099,10,3388.0796,JPL1_ISSM,Standard
2100,10,3387.9438,JPL1_ISSM,Standard
2016,11,13575.795,JPL1_ISSM,Standard
2017,11,13575.687,JPL1_ISSM,Standard
2018,11,13575.581,JPL1_ISSM,Standard
2019,11,13575.481,JPL1_ISSM,Standard
2020,11,13575.386,JPL1_ISSM,Standard
2021,11,13575.297,JPL1_ISSM,Standard
2022,11,13575.213,JPL1_ISSM,Standard
2023,11,13575.131,JPL1_ISSM,Standard
2024,11,13575.054,JPL1_ISSM,Standard
2025,11,13574.9795,JPL1_ISSM,Standard
2026,11,13574.905,JPL1_ISSM,Standard
2027,11,13574.833,JPL1_ISSM,Standard
2028,11,13574.767,JPL1_ISSM,Standard
2029,11,13574.701,JPL1_ISSM,Standard
2030,11,13574.638,JPL1_ISSM,Standard
2031,11,13574.576,JPL1_ISSM,Standard
2032,11,13574.515,JPL1_ISSM,Standard
2033,11,13574.458,JPL1_ISSM,Standard
2034,11,13574.401,JPL1_ISSM,Standard
2035,11,13574.348,JPL1_ISSM,Standard
2036,11,13574.295,JPL1_ISSM,Standard
2037,11,13574.243,JPL1_ISSM,Standard
2038,11,13574.193,JPL1_ISSM,Standard
2039,11,13574.146,JPL1_ISSM,Standard
2040,11,13574.1,JPL1_ISSM,Standard
2041,11,13574.055,JPL1_ISSM,Standard
2042,11,13574.011,JPL1_ISSM,Standard
2043,11,13573.97,JPL1_ISSM,Standard
2044,11,13573.929,JPL1_ISSM,Standard
2045,11,13573.89,JPL1_ISSM,Standard
2046,11,13573.851,JPL1_ISSM,Standard
2047,11,13573.815,JPL1_ISSM,Standard
2048,11,13573.779,JPL1_ISSM,Standard
2049,11,13573.745,JPL1_ISSM,Standard
2050,11,13573.71,JPL1_ISSM,Standard
2051,11,13573.679,JPL1_ISSM,Standard
2052,11,13573.646,JPL1_ISSM,Standard
2053,11,13573.618,JPL1_ISSM,Standard
2054,11,13573.588,JPL1_ISSM,Standard
2055,11,13573.559,JPL1_ISSM,Standard
2056,11,13573.532,JPL1_ISSM,Standard
2057,11,13573.505,JPL1_ISSM,Standard
2058,11,13573.48,JPL1_ISSM,Standard
2059,11,13573.455,JPL1_ISSM,Standard
2060,11,13573.432,JPL1_ISSM,Standard
2061,11,13573.407,JPL1_ISSM,Standard
2062,11,13573.385,JPL1_ISSM,Standard
2063,11,13573.364,JPL1_ISSM,Standard
2064,11,13573.344,JPL1_ISSM,Standard
2065,11,13573.323,JPL1_ISSM,Standard
2066,11,13573.305,JPL1_ISSM,Standard
2067,11,13573.285,JPL1_ISSM,Standard
2068,11,13573.268,JPL1_ISSM,Standard
2069,11,13573.252,JPL1_ISSM,Standard
2070,11,13573.236,JPL1_ISSM,Standard
2071,11,13573.221,JPL1_ISSM,Standard
2072,11,13573.205,JPL1_ISSM,Standard
2073,11,13573.191,JPL1_ISSM,Standard
2074,11,13573.178,JPL1_ISSM,Standard
2075,11,13573.165,JPL1_ISSM,Standard
2076,11,13573.153,JPL1_ISSM,Standard
2077,11,13573.142,JPL1_ISSM,Standard
2078,11,13573.131,JPL1_ISSM,Standard
2079,11,13573.12,JPL1_ISSM,Standard
2080,11,13573.11,JPL1_ISSM,Standard
2081,11,13573.101,JPL1_ISSM,Standard
2082,11,13573.093,JPL1_ISSM,Standard
2083,11,13573.084,JPL1_ISSM,Standard
2084,11,13573.077,JPL1_ISSM,Standard
2085,11,13573.07,JPL1_ISSM,Standard
2086,11,13573.0625,JPL1_ISSM,Standard
2087,11,13573.057,JPL1_ISSM,Standard
2088,11,13573.053,JPL1_ISSM,Standard
2089,11,13573.046,JPL1_ISSM,Standard
2090,11,13573.041,JPL1_ISSM,Standard
2091,11,13573.037,JPL1_ISSM,Standard
2092,11,13573.034,JPL1_ISSM,Standard
2093,11,13573.03,JPL1_ISSM,Standard
2094,11,13573.026,JPL1_ISSM,Standard
2095,11,13573.024,JPL1_ISSM,Standard
2096,11,13573.022,JPL1_ISSM,Standard
2097,11,13573.0205,JPL1_ISSM,Standard
2098,11,13573.0205,JPL1_ISSM,Standard
2099,11,13573.02,JPL1_ISSM,Standard
2100,11,13573.02,JPL1_ISSM,Standard
2016,12,1754.3552,JPL1_ISSM,Standard
2017,12,1754.3127,JPL1_ISSM,Standard
2018,12,1754.2733,JPL1_ISSM,Standard
2019,12,1754.2372,JPL1_ISSM,Standard
2020,12,1754.206,JPL1_ISSM,Standard
2021,12,1754.1781,JPL1_ISSM,Standard
2022,12,1754.153,JPL1_ISSM,Standard
2023,12,1754.1304,JPL1_ISSM,Standard
2024,12,1754.1102,JPL1_ISSM,Standard
2025,12,1754.0928,JPL1_ISSM,Standard
2026,12,1754.0782,JPL1_ISSM,Standard
2027,12,1754.0653,JPL1_ISSM,Standard
2028,12,1754.0536,JPL1_ISSM,Standard
2029,12,1754.043,JPL1_ISSM,Standard
2030,12,1754.0336,JPL1_ISSM,Standard
2031,12,1754.0251,JPL1_ISSM,Standard
2032,12,1754.0176,JPL1_ISSM,Standard
2033,12,1754.0107,JPL1_ISSM,Standard
2034,12,1754.0051,JPL1_ISSM,Standard
2035,12,1754.0004,JPL1_ISSM,Standard
2036,12,1753.9963,JPL1_ISSM,Standard
2037,12,1753.9929,JPL1_ISSM,Standard
2038,12,1753.9908,JPL1_ISSM,Standard
2039,12,1753.9896,JPL1_ISSM,Standard
2040,12,1753.9899,JPL1_ISSM,Standard
2041,12,1753.9911,JPL1_ISSM,Standard
2042,12,1753.9932,JPL1_ISSM,Standard
2043,12,1753.9962,JPL1_ISSM,Standard
2044,12,1753.9999,JPL1_ISSM,Standard
2045,12,1754.0042,JPL1_ISSM,Standard
2046,12,1754.0096,JPL1_ISSM,Standard
2047,12,1754.016,JPL1_ISSM,Standard
2048,12,1754.0227,JPL1_ISSM,Standard
2049,12,1754.0302,JPL1_ISSM,Standard
2050,12,1754.038,JPL1_ISSM,Standard
2051,12,1754.0465,JPL1_ISSM,Standard
2052,12,1754.0555,JPL1_ISSM,Standard
2053,12,1754.065,JPL1_ISSM,Standard
2054,12,1754.0748,JPL1_ISSM,Standard
2055,12,1754.0848,JPL1_ISSM,Standard
2056,12,1754.0953,JPL1_ISSM,Standard
2057,12,1754.1061,JPL1_ISSM,Standard
2058,12,1754.1174,JPL1_ISSM,Standard
2059,12,1754.1296,JPL1_ISSM,Standard
2060,12,1754.1426,JPL1_ISSM,Standard
2061,12,1754.1562,JPL1_ISSM,Standard
2062,12,1754.1703,JPL1_ISSM,Standard
2063,12,1754.1848,JPL1_ISSM,Standard
2064,12,1754.1995,JPL1_ISSM,Standard
2065,12,1754.2145,JPL1_ISSM,Standard
2066,12,1754.23,JPL1_ISSM,Standard
2067,12,1754.2455,JPL1_ISSM,Standard
2068,12,1754.2614,JPL1_ISSM,Standard
2069,12,1754.2776,JPL1_ISSM,Standard
2070,12,1754.2938,JPL1_ISSM,Standard
2071,12,1754.3105,JPL1_ISSM,Standard
2072,12,1754.327,JPL1_ISSM,Standard
2073,12,1754.3441,JPL1_ISSM,Standard
2074,12,1754.3613,JPL1_ISSM,Standard
2075,12,1754.3789,JPL1_ISSM,Standard
2076,12,1754.3969,JPL1_ISSM,Standard
2077,12,1754.4152,JPL1_ISSM,Standard
2078,12,1754.4335,JPL1_ISSM,Standard
2079,12,1754.4519,JPL1_ISSM,Standard
2080,12,1754.4708,JPL1_ISSM,Standard
2081,12,1754.4899,JPL1_ISSM,Standard
2082,12,1754.5093,JPL1_ISSM,Standard
2083,12,1754.5289,JPL1_ISSM,Standard
2084,12,1754.5488,JPL1_ISSM,Standard
2085,12,1754.569,JPL1_ISSM,Standard
2086,12,1754.5895,JPL1_ISSM,Standard
2087,12,1754.61,JPL1_ISSM,Standard
2088,12,1754.631,JPL1_ISSM,Standard
2089,12,1754.6521,JPL1_ISSM,Standard
2090,12,1754.6732,JPL1_ISSM,Standard
2091,12,1754.6948,JPL1_ISSM,Standard
2092,12,1754.7166,JPL1_ISSM,Standard
2093,12,1754.7382,JPL1_ISSM,Standard
2094,12,1754.7604,JPL1_ISSM,Standard
2095,12,1754.7826,JPL1_ISSM,Standard
2096,12,1754.805,JPL1_ISSM,Standard
2097,12,1754.8274,JPL1_ISSM,Standard
2098,12,1754.85,JPL1_ISSM,Standard
2099,12,1754.8728,JPL1_ISSM,Standard
2100,12,1754.8955,JPL1_ISSM,Standard
2016,13,2841.1704,JPL1_ISSM,Standard
2017,13,2841.1729,JPL1_ISSM,Standard
2018,13,2841.189,JPL1_ISSM,Standard
2019,13,2841.2168,JPL1_ISSM,Standard
2020,13,2841.2527,JPL1_ISSM,Standard
2021,13,2841.2966,JPL1_ISSM,Standard
2022,13,2841.3455,JPL1_ISSM,Standard
2023,13,2841.3987,JPL1_ISSM,Standard
2024,13,2841.4556,JPL1_ISSM,Standard
2025,13,2841.5176,JPL1_ISSM,Standard
2026,13,2841.5825,JPL1_ISSM,Standard
2027,13,2841.6494,JPL1_ISSM,Standard
2028,13,2841.7185,JPL1_ISSM,Standard
2029,13,2841.7896,JPL1_ISSM,Standard
2030,13,2841.863,JPL1_ISSM,Standard
2031,13,2841.9392,JPL1_ISSM,Standard
2032,13,2842.0176,JPL1_ISSM,Standard
2033,13,2842.0977,JPL1_ISSM,Standard
2034,13,2842.1794,JPL1_ISSM,Standard
2035,13,2842.2627,JPL1_ISSM,Standard
2036,13,2842.3477,JPL1_ISSM,Standard
2037,13,2842.4336,JPL1_ISSM,Standard
2038,13,2842.5212,JPL1_ISSM,Standard
2039,13,2842.61,JPL1_ISSM,Standard
2040,13,2842.6997,JPL1_ISSM,Standard
2041,13,2842.7903,JPL1_ISSM,Standard
2042,13,2842.8816,JPL1_ISSM,Standard
2043,13,2842.9744,JPL1_ISSM,Standard
2044,13,2843.068,JPL1_ISSM,Standard
2045,13,2843.1626,JPL1_ISSM,Standard
2046,13,2843.2578,JPL1_ISSM,Standard
2047,13,2843.3542,JPL1_ISSM,Standard
2048,13,2843.451,JPL1_ISSM,Standard
2049,13,2843.5486,JPL1_ISSM,Standard
2050,13,2843.647,JPL1_ISSM,Standard
2051,13,2843.746,JPL1_ISSM,Standard
2052,13,2843.8462,JPL1_ISSM,Standard
2053,13,2843.9468,JPL1_ISSM,Standard
2054,13,2844.0476,JPL1_ISSM,Standard
2055,13,2844.149,JPL1_ISSM,Standard
2056,13,2844.251,JPL1_ISSM,Standard
2057,13,2844.3535,JPL1_ISSM,Standard
2058,13,2844.4565,JPL1_ISSM,Standard
2059,13,2844.5598,JPL1_ISSM,Standard
2060,13,2844.6636,JPL1_ISSM,Standard
2061,13,2844.768,JPL1_ISSM,Standard
2062,13,2844.873,JPL1_ISSM,Standard
2063,13,2844.978,JPL1_ISSM,Standard
2064,13,2845.0833,JPL1_ISSM,Standard
2065,13,2845.1892,JPL1_ISSM,Standard
2066,13,2845.2954,JPL1_ISSM,Standard
2067,13,2845.402,JPL1_ISSM,Standard
2068,13,2845.5093,JPL1_ISSM,Standard
2069,13,2845.6172,JPL1_ISSM,Standard
2070,13,2845.7253,JPL1_ISSM,Standard
2071,13,2845.8342,JPL1_ISSM,Standard
2072,13,2845.9434,JPL1_ISSM,Standard
2073,13,2846.053,JPL1_ISSM,Standard
2074,13,2846.1628,JPL1_ISSM,Standard
2075,13,2846.273,JPL1_ISSM,Standard
2076,13,2846.3833,JPL1_ISSM,Standard
2077,13,2846.494,JPL1_ISSM,Standard
2078,13,2846.6045,JPL1_ISSM,Standard
2079,13,2846.7156,JPL1_ISSM,Standard
2080,13,2846.827,JPL1_ISSM,Standard
2081,13,2846.9382,JPL1_ISSM,Standard
2082,13,2847.05,JPL1_ISSM,Standard
2083,13,2847.1616,JPL1_ISSM,Standard
2084,13,2847.2734,JPL1_ISSM,Standard
2085,13,2847.3853,JPL1_ISSM,Standard
2086,13,2847.4973,JPL1_ISSM,Standard
2087,13,2847.6096,JPL1_ISSM,Standard
2088,13,2847.7222,JPL1_ISSM,Standard
2089,13,2847.8345,JPL1_ISSM,Standard
2090,13,2847.9475,JPL1_ISSM,Standard
2091,13,2848.0603,JPL1_ISSM,Standard
2092,13,2848.1743,JPL1_ISSM,Standard
2093,13,2848.2886,JPL1_ISSM,Standard
2094,13,2848.403,JPL1_ISSM,Standard
2095,13,2848.5178,JPL1_ISSM,Standard
2096,13,2848.6328,JPL1_ISSM,Standard
2097,13,2848.7478,JPL1_ISSM,Standard
2098,13,2848.863,JPL1_ISSM,Standard
2099,13,2848.9783,JPL1_ISSM,Standard
2100,13,2849.0942,JPL1_ISSM,Standard
2016,14,3959.657,JPL1_ISSM,Standard
2017,14,3959.2349,JPL1_ISSM,Standard
2018,14,3958.8577,JPL1_ISSM,Standard
2019,14,3958.5159,JPL1_ISSM,Standard
2020,14,3958.198,JPL1_ISSM,Standard
2021,14,3957.8948,JPL1_ISSM,Standard
2022,14,3957.6028,JPL1_ISSM,Standard
2023,14,3957.3179,JPL1_ISSM,Standard
2024,14,3957.039,JPL1_ISSM,Standard
2025,14,3956.7651,JPL1_ISSM,Standard
2026,14,3956.4956,JPL1_ISSM,Standard
2027,14,3956.2292,JPL1_ISSM,Standard
2028,14,3955.9668,JPL1_ISSM,Standard
2029,14,3955.7104,JPL1_ISSM,Standard
2030,14,3955.4563,JPL1_ISSM,Standard
2031,14,3955.2031,JPL1_ISSM,Standard
2032,14,3954.95,JPL1_ISSM,Standard
2033,14,3954.6958,JPL1_ISSM,Standard
2034,14,3954.4417,JPL1_ISSM,Standard
2035,14,3954.1892,JPL1_ISSM,Standard
2036,14,3953.94,JPL1_ISSM,Standard
2037,14,3953.6929,JPL1_ISSM,Standard
2038,14,3953.4487,JPL1_ISSM,Standard
2039,14,3953.2073,JPL1_ISSM,Standard
2040,14,3952.9675,JPL1_ISSM,Standard
2041,14,3952.7302,JPL1_ISSM,Standard
2042,14,3952.4949,JPL1_ISSM,Standard
2043,14,3952.2598,JPL1_ISSM,Standard
2044,14,3952.0251,JPL1_ISSM,Standard
2045,14,3951.7917,JPL1_ISSM,Standard
2046,14,3951.5586,JPL1_ISSM,Standard
2047,14,3951.3267,JPL1_ISSM,Standard
2048,14,3951.096,JPL1_ISSM,Standard
2049,14,3950.8652,JPL1_ISSM,Standard
2050,14,3950.634,JPL1_ISSM,Standard
2051,14,3950.4023,JPL1_ISSM,Standard
2052,14,3950.17,JPL1_ISSM,Standard
2053,14,3949.938,JPL1_ISSM,Standard
2054,14,3949.705,JPL1_ISSM,Standard
2055,14,3949.4722,JPL1_ISSM,Standard
2056,14,3949.2402,JPL1_ISSM,Standard
2057,14,3949.0078,JPL1_ISSM,Standard
2058,14,3948.7773,JPL1_ISSM,Standard
2059,14,3948.5483,JPL1_ISSM,Standard
2060,14,3948.3218,JPL1_ISSM,Standard
2061,14,3948.0977,JPL1_ISSM,Standard
2062,14,3947.8765,JPL1_ISSM,Standard
2063,14,3947.6572,JPL1_ISSM,Standard
2064,14,3947.4397,JPL1_ISSM,Standard
2065,14,3947.2234,JPL1_ISSM,Standard
2066,14,3947.0083,JPL1_ISSM,Standard
2067,14,3946.7937,JPL1_ISSM,Standard
2068,14,3946.5808,JPL1_ISSM,Standard
2069,14,3946.3687,JPL1_ISSM,Standard
2070,14,3946.1572,JPL1_ISSM,Standard
2071,14,3945.9468,JPL1_ISSM,Standard
2072,14,3945.7373,JPL1_ISSM,Standard
2073,14,3945.529,JPL1_ISSM,Standard
2074,14,3945.3213,JPL1_ISSM,Standard
2075,14,3945.1143,JPL1_ISSM,Standard
2076,14,3944.908,JPL1_ISSM,Standard
2077,14,3944.7021,JPL1_ISSM,Standard
2078,14,3944.4976,JPL1_ISSM,Standard
2079,14,3944.2935,JPL1_ISSM,Standard
2080,14,3944.09,JPL1_ISSM,Standard
2081,14,3943.887,JPL1_ISSM,Standard
2082,14,3943.684,JPL1_ISSM,Standard
2083,14,3943.4822,JPL1_ISSM,Standard
2084,14,3943.2803,JPL1_ISSM,Standard
2085,14,3943.0784,JPL1_ISSM,Standard
2086,14,3942.8772,JPL1_ISSM,Standard
2087,14,3942.6763,JPL1_ISSM,Standard
2088,14,3942.475,JPL1_ISSM,Standard
2089,14,3942.275,JPL1_ISSM,Standard
2090,14,3942.0745,JPL1_ISSM,Standard
2091,14,3941.8748,JPL1_ISSM,Standard
2092,14,3941.6753,JPL1_ISSM,Standard
2093,14,3941.4756,JPL1_ISSM,Standard
2094,14,3941.2761,JPL1_ISSM,Standard
2095,14,3941.0771,JPL1_ISSM,Standard
2096,14,3940.878,JPL1_ISSM,Standard
2097,14,3940.6797,JPL1_ISSM,Standard
2098,14,3940.4814,JPL1_ISSM,Standard
2099,14,3940.2837,JPL1_ISSM,Standard
2100,14,3940.0862,JPL1_ISSM,Standard
2016,15,801.1151,JPL1_ISSM,Standard
2017,15,800.9595,JPL1_ISSM,Standard
2018,15,800.8061,JPL1_ISSM,Standard
2019,15,800.6593,JPL1_ISSM,Standard
2020,15,800.5187,JPL1_ISSM,Standard
2021,15,800.3832,JPL1_ISSM,Standard
2022,15,800.25195,JPL1_ISSM,Standard
2023,15,800.12506,JPL1_ISSM,Standard
2024,15,800.0021,JPL1_ISSM,Standard
2025,15,799.8821,JPL1_ISSM,Standard
2026,15,799.76447,JPL1_ISSM,Standard
2027,15,799.6494,JPL1_ISSM,Standard
2028,15,799.5378,JPL1_ISSM,Standard
2029,15,799.42865,JPL1_ISSM,Standard
2030,15,799.3221,JPL1_ISSM,Standard
2031,15,799.21826,JPL1_ISSM,Standard
2032,15,799.1173,JPL1_ISSM,Standard
2033,15,799.0193,JPL1_ISSM,Standard
2034,15,798.92395,JPL1_ISSM,Standard
2035,15,798.8303,JPL1_ISSM,Standard
2036,15,798.73816,JPL1_ISSM,Standard
2037,15,798.6472,JPL1_ISSM,Standard
2038,15,798.5573,JPL1_ISSM,Standard
2039,15,798.46906,JPL1_ISSM,Standard
2040,15,798.3823,JPL1_ISSM,Standard
2041,15,798.29645,JPL1_ISSM,Standard
2042,15,798.2118,JPL1_ISSM,Standard
2043,15,798.1282,JPL1_ISSM,Standard
2044,15,798.046,JPL1_ISSM,Standard
2045,15,797.96466,JPL1_ISSM,Standard
2046,15,797.88446,JPL1_ISSM,Standard
2047,15,797.8051,JPL1_ISSM,Standard
2048,15,797.72644,JPL1_ISSM,Standard
2049,15,797.6488,JPL1_ISSM,Standard
2050,15,797.5727,JPL1_ISSM,Standard
2051,15,797.4977,JPL1_ISSM,Standard
2052,15,797.4237,JPL1_ISSM,Standard
2053,15,797.3504,JPL1_ISSM,Standard
2054,15,797.278,JPL1_ISSM,Standard
2055,15,797.20636,JPL1_ISSM,Standard
2056,15,797.13544,JPL1_ISSM,Standard
2057,15,797.0659,JPL1_ISSM,Standard
2058,15,796.99786,JPL1_ISSM,Standard
2059,15,796.93024,JPL1_ISSM,Standard
2060,15,796.86346,JPL1_ISSM,Standard
2061,15,796.79767,JPL1_ISSM,Standard
2062,15,796.7329,JPL1_ISSM,Standard
2063,15,796.6687,JPL1_ISSM,Standard
2064,15,796.60516,JPL1_ISSM,Standard
2065,15,796.5422,JPL1_ISSM,Standard
2066,15,796.4797,JPL1_ISSM,Standard
2067,15,796.4178,JPL1_ISSM,Standard
2068,15,796.35645,JPL1_ISSM,Standard
2069,15,796.2956,JPL1_ISSM,Standard
2070,15,796.23517,JPL1_ISSM,Standard
2071,15,796.17566,JPL1_ISSM,Standard
2072,15,796.11664,JPL1_ISSM,Standard
